filename,ATTRIBUTE_Tray,ATTRIBUTE_Injection_Order,ATTRIBUTE_Date_Collected,ATTRIBUTE_Site,ATTRIBUTE_Bottle_Number,ATTRIBUTE_Sample_Device,ATTRIBUTE_mL_filtered,ATTRIBUTE_HPLC_number,ATTRIBUTE_Meter,ATTRIBUTE_Quad,ATTRIBUTE_Replicate,ATTRIBUTE_Sample_Type,ATTRIBUTE_Month,ATTRIBUTE_Season,ATTRIBUTE_Phase_State,ATTRIBUTE_Functional_Group,ATTRIBUTE_Color,ATTRIBUTE_Species,ATTRIBUTE_Tissue_Study
111.mzML,NA,NA,6_16_2022,Little_Drisko,NA,NA,NA,NA,NA,NA,NA,Tissue,June,Early_Season,Kelp,Red_Filament,Red,Polysiphonia_stricta,Timeseries_T
111E.mzML,NA,NA,6_29_2022,Metinic,NA,NA,NA,NA,NA,NA,NA,Tissue,June,NA,NA,Red_Filament,Red,Dasysiponia_japonica,Timeseries_T
112.mzML,NA,NA,8_29_2022,Crumple,NA,NA,NA,NA,NA,NA,NA,Tissue,August,Late_Season,Kelp,Red_Blade,Red,Phycodrys_rubens,Timeseries_T
114.mzML,NA,NA,8_28_2022,Ram_Island,NA,NA,NA,NA,NA,NA,NA,Tissue,August,Late_Season,Kelp,Kelp,Brown,Agarum_clathrathum,Timeseries_T
115.mzML,NA,NA,9_1_2022,Little_Drisko,NA,NA,NA,NA,NA,NA,NA,Tissue,September,Late_Season,Kelp,Kelp,Brown,Sacchrina_latissima,Timeseries_T
117.mzML,NA,NA,8_29_2022,Crumple,NA,NA,NA,NA,NA,NA,NA,Tissue,August,Late_Season,Kelp,Red_Tube,Red,Polyides,Timeseries_T
118.mzML,NA,NA,9_1_2022,Little_Drisko,NA,NA,NA,NA,NA,NA,NA,Tissue,September,Late_Season,Kelp,Kelp,Brown,Agarum_clathrathum,Timeseries_T
118E.mzML,NA,NA,6_29_2022,Allen_Island,NA,NA,NA,NA,NA,NA,NA,Tissue,June,NA,NA,Kelp,Brown,Laminaria_digitata,Timeseries_T
119.mzML,NA,NA,8_28_2022,Ram_Island,NA,NA,NA,NA,NA,NA,NA,Tissue,August,Late_Season,Kelp,Red_Blade,Red,Phycodrys_rubens,Timeseries_T
119E.mzML,NA,NA,6_29_2022,Metinic,NA,NA,NA,NA,NA,NA,NA,Tissue,June,NA,NA,Kelp,Brown,Laminaria_digitata,Timeseries_T
11E.mzML,NA,NA,4_27_2022,Damariscove_Island,NA,NA,NA,NA,NA,NA,NA,Tissue,April,NA,NA,Red_Blade,Red,Chondrus_crispus,Timeseries_T
12.mzML,NA,NA,5_19_2022,Halfway_Rock,NA,NA,NA,NA,NA,NA,NA,Tissue,May,Early_Season,Turf,Red_Filament,Red,Dasysiponia_japonica,Timeseries_T
120A.mzML,NA,NA,8_29_2022,Crumple,NA,NA,NA,NA,NA,NA,NA,Tissue,August,Late_Season,Kelp,Red_Blade,Red,palmaria_palmata,Timeseries_T
120B.mzML,NA,NA,8_28_2022,Ram_Island,NA,NA,NA,NA,NA,NA,NA,Tissue,August,Late_Season,Kelp,Red_Filament,Red,Polysiphonia_stricta,Timeseries_T
122.mzML,NA,NA,8_29_2022,Crumple,NA,NA,NA,NA,NA,NA,NA,Tissue,August,Late_Season,Kelp,Desmerestia,Brown,Desmerestia_aculeata,Timeseries_T
123A.mzML,NA,NA,6_15_2022,Crumple,NA,NA,NA,NA,NA,NA,NA,Tissue,June,Early_Season,Kelp,Desmerestia,Brown,Desmerestia_viridis,Timeseries_T
123B.mzML,NA,NA,8_29_2022,Crumple,NA,NA,NA,NA,NA,NA,NA,Tissue,August,Late_Season,Kelp,Red_Blade,Red,Euthora_cristata,Timeseries_T
124.mzML,NA,NA,8_28_2022,Ram_Island,NA,NA,NA,NA,NA,NA,NA,Tissue,August,Late_Season,Kelp,Kelp,Brown,Laminaria_digitata,Timeseries_T
124E.mzML,NA,NA,6_29_2022,Allen_Island,NA,NA,NA,NA,NA,NA,NA,Tissue,June,NA,NA,Red_Blade,Red,Chondrus_crispus,Timeseries_T
125.mzML,NA,NA,8_28_2022,Ram_Island,NA,NA,NA,NA,NA,NA,NA,Tissue,August,Late_Season,Kelp,Red_Blade,Red,Chondrus_crispus,Timeseries_T
125E.mzML,NA,NA,6_29_2022,Allen_Island,NA,NA,NA,NA,NA,NA,NA,Tissue,June,NA,NA,Red_Blade,Red,Chondrus_crispus,Timeseries_T
126.mzML,NA,NA,8_28_2022,Ram_Island,NA,NA,NA,NA,NA,NA,NA,Tissue,August,Late_Season,Kelp,Red_Blade,Red,Euthora_cristata,Timeseries_T
127.mzML,NA,NA,9_1_2022,Little_Drisko,NA,NA,NA,NA,NA,NA,NA,Tissue,September,Late_Season,Kelp,Red_Blade,Red,Chondrus_crispus,Timeseries_T
128.mzML,NA,NA,9_1_2022,Little_Drisko,NA,NA,NA,NA,NA,NA,NA,Tissue,September,Late_Season,Kelp,Red_Blade,Red,Palmaria_palmata,Timeseries_T
129A.mzML,NA,NA,8_29_2022,Crumple,NA,NA,NA,NA,NA,NA,NA,Tissue,August,Late_Season,Kelp,Red_Filament,Red,Polysiphonia_stricta,Timeseries_T
129B.mzML,NA,NA,8_28_2022,Ram_Island,NA,NA,NA,NA,NA,NA,NA,Tissue,August,Late_Season,Kelp,Desmerestia,Brown,Desmerestia_viridis,Timeseries_T
12E.mzML,NA,NA,4_27_2022,Damariscove_Island,NA,NA,NA,NA,NA,NA,NA,Tissue,April,NA,NA,Kelp,Brown,Sacchrina_latissima,Timeseries_T
13.mzML,NA,NA,5_19_2022,Halfway_Rock,NA,NA,NA,NA,NA,NA,NA,Tissue,May,Early_Season,Turf,Red_Blade,Red,Porphyra,Timeseries_T
130.mzML,NA,NA,8_29_2022,Crumple,NA,NA,NA,NA,NA,NA,NA,Tissue,August,Late_Season,Kelp,Kelp,Brown,Laminaria_digitata,Timeseries_T
131.mzML,NA,NA,9_1_2022,Little_Drisko,NA,NA,NA,NA,NA,NA,NA,Tissue,September,Late_Season,Kelp,Red_Tube,Red,Polyides,Timeseries_T
132E.mzML,NA,NA,6_29_2022,Metinic,NA,NA,NA,NA,NA,NA,NA,Tissue,June,NA,NA,Kelp,Brown,Laminaria_digitata,Timeseries_T
133.mzML,NA,NA,9_1_2022,Little_Drisko,NA,NA,NA,NA,NA,NA,NA,Tissue,September,Late_Season,Kelp,Desmerestia,Brown,Desmerestia_aculeata,Timeseries_T
133E.mzML,NA,NA,7_7_2022,Damariscove_Island,NA,NA,NA,NA,NA,NA,NA,Tissue,July,NA,NA,Red_Blade,Red,Chondrus_crispus,Timeseries_T
134.mzML,NA,NA,8_29_2022,Crumple,NA,NA,NA,NA,NA,NA,NA,Tissue,August,Late_Season,Kelp,Red_Blade,Red,Chondrus_crispus,Timeseries_T
135.mzML,NA,NA,Unkown,Unknown,NA,NA,NA,NA,NA,NA,NA,Tissue,Unknown,Unkown,Unknown,Unknown,Unknown,Unknown,Timeseries_T
135EB.mzML,NA,NA,6_29_2022,Metinic,NA,NA,NA,NA,NA,NA,NA,Tissue,June,NA,NA,Red_Blade,Red,Chondrus_crispus,Timeseries_T
136.mzML,NA,NA,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,Tissue,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Timeseries_T
136E.mzML,NA,NA,7_7_2022,Damariscove_Island,NA,NA,NA,NA,NA,NA,NA,Tissue,July,NA,NA,Red_Filament,Red,Dasysiponia_japonica,Timeseries_T
137.mzML,NA,NA,9_1_2022,Little_Drisko,NA,NA,NA,NA,NA,NA,NA,Tissue,September,Late_Season,Kelp,Kelp,Brown,Laminaria_digitata,Timeseries_T
138.mzML,NA,NA,8_16_2022,Halfway_Rock,NA,NA,NA,NA,NA,NA,NA,Tissue,August,Late_Season,Turf,Desmerestia,Brown,Desmerestia_viridis,Timeseries_T
138E.mzML,NA,NA,6_29_2022,Allen_Island,NA,NA,NA,NA,NA,NA,NA,Tissue,June,NA,NA,Kelp,Brown,Laminaria_digitata,Timeseries_T
139E.mzML,NA,NA,7_7_2022,Damariscove_Island,NA,NA,NA,NA,NA,NA,NA,Tissue,July,NA,NA,Kelp,Brown,Laminaria_digitata,Timeseries_T
13E.mzML,NA,NA,4_25_2022,Allen_Island,NA,NA,NA,NA,NA,NA,NA,Tissue,April,NA,NA,Red_Filament,Red,Dasysiponia_japonica,Timeseries_T
14.mzML,NA,NA,5_19_2022,Halfway_Rock,NA,NA,NA,NA,NA,NA,NA,Tissue,May,Early_Season,Turf,Red_Filament,Red,Rhodomela,Timeseries_T
140.mzML,NA,NA,9_1_2022,Little_Drisko,NA,NA,NA,NA,NA,NA,NA,Tissue,September,Late_Season,Kelp,Coralline,Red,Corallina_officinalis,Timeseries_T
141E.mzML,NA,NA,6_29_2022,Metinic,NA,NA,NA,NA,NA,NA,NA,Tissue,June,NA,NA,Kelp,Brown,Laminaria_digitata,Timeseries_T
142E.mzML,NA,NA,7_7_2022,Damariscove_Island,NA,NA,NA,NA,NA,NA,NA,Tissue,July,NA,NA,Red_Blade,Red,Chondrus_crispus,Timeseries_T
143E.mzML,NA,NA,6_29_2022,Allen_Island,NA,NA,NA,NA,NA,NA,NA,Tissue,June,NA,NA,Red_Filament,Red,Dasysiponia_japonica,Timeseries_T
144E.mzML,NA,NA,7_7_2022,Damariscove_Island,NA,NA,NA,NA,NA,NA,NA,Tissue,July,NA,NA,Red_Filament,Red,Dasysiponia_japonica,Timeseries_T
145E.mzML,NA,NA,7_14_2022,Halfway_Rock,NA,NA,NA,NA,NA,NA,NA,Tissue,July,NA,NA,Red_Blade,Red,Chondrus_crispus,Timeseries_T
147E.mzML,NA,NA,7_7_2022,Damariscove_Island,NA,NA,NA,NA,NA,NA,NA,Tissue,July,NA,NA,Kelp,Brown,Laminaria_digitata,Timeseries_T
14E.mzML,NA,NA,4_27_2022,Damariscove_Island,NA,NA,NA,NA,NA,NA,NA,Tissue,April,NA,NA,Red_Filament,Red,Dasysiponia_japonica,Timeseries_T
15.mzML,NA,NA,5_19_2022,Halfway_Rock,NA,NA,NA,NA,NA,NA,NA,Tissue,May,Early_Season,Turf,Kelp,Brown,Sacchrina_latissima,Timeseries_T
150E.mzML,NA,NA,7_7_2022,Damariscove_Island,NA,NA,NA,NA,NA,NA,NA,Tissue,July,NA,NA,Red_Blade,Red,Chondrus_crispus,Timeseries_T
151E.mzML,NA,NA,7_14_2022,Halfway_Rock,NA,NA,NA,NA,NA,NA,NA,Tissue,July,NA,NA,Kelp,Brown,Sacchrina_latissima,Timeseries_T
153E.mzML,NA,NA,7_7_2022,Damariscove_Island,NA,NA,NA,NA,NA,NA,NA,Tissue,July,NA,NA,Kelp,Brown,Laminaria_digitata,Timeseries_T
154E.mzML,NA,NA,7_14_2022,Halfway_Rock,NA,NA,NA,NA,NA,NA,NA,Tissue,July,NA,NA,Red_Filament,Red,Dasysiponia_japonica,Timeseries_T
156E.mzML,NA,NA,7_7_2022,Damariscove_Island,NA,NA,NA,NA,NA,NA,NA,Tissue,July,NA,NA,Red_Filament,Red,Dasysiponia_japonica,Timeseries_T
157E.mzML,NA,NA,7_14_2022,Halfway_Rock,NA,NA,NA,NA,NA,NA,NA,Tissue,July,NA,NA,Kelp,Brown,Sacchrina_latissima,Timeseries_T
159E.mzML,NA,NA,7_14_2022,Halfway_Rock,NA,NA,NA,NA,NA,NA,NA,Tissue,July,NA,NA,Kelp,Brown,Sacchrina_latissima,Timeseries_T
15E.mzML,NA,NA,4_27_2022,Damariscove_Island,NA,NA,NA,NA,NA,NA,NA,Tissue,April,NA,NA,Red_Filament,Red,Dasysiponia_japonica,Timeseries_T
16.mzML,NA,NA,5_24_2022,Allen_Island,NA,NA,NA,NA,NA,NA,NA,Tissue,May,Early_Season,Turf,Desmerestia,Brown,Desmerestia_viridis,Timeseries_T
160E.mzML,NA,NA,7_14_2022,Halfway_Rock,NA,NA,NA,NA,NA,NA,NA,Tissue,July,NA,NA,Red_Blade,Red,Chondrus_crispus,Timeseries_T
161E.mzML,NA,NA,7_14_2022,Halfway_Rock,NA,NA,NA,NA,NA,NA,NA,Tissue,July,NA,NA,Red_Filament,Red,Dasysiponia_japonica,Timeseries_T
162E.mzML,NA,NA,7_14_2022,Halfway_Rock,NA,NA,NA,NA,NA,NA,NA,Tissue,July,NA,NA,Red_Filament,Red,Dasysiponia_japonica,Timeseries_T
163E.mzML,NA,NA,7_27_2022,Allen_Island,NA,NA,NA,NA,NA,NA,NA,Tissue,July,NA,NA,Red_Filament,Red,Dasysiponia_japonica,Timeseries_T
164E.mzML,NA,NA,7_27_2022,Allen_Island,NA,NA,NA,NA,NA,NA,NA,Tissue,July,NA,NA,Red_Filament,Red,Dasysiponia_japonica,Timeseries_T
165E.mzML,NA,NA,7_27_2022,Metinic,NA,NA,NA,NA,NA,NA,NA,Tissue,July,NA,NA,Red_Blade,Red,Chondrus_crispus,Timeseries_T
166E.mzML,NA,NA,7_27_2022,Metinic,NA,NA,NA,NA,NA,NA,NA,Tissue,July,NA,NA,Red_Filament,Red,Dasysiponia_japonica,Timeseries_T
167E.mzML,NA,NA,7_27_2022,Allen_Island,NA,NA,NA,NA,NA,NA,NA,Tissue,July,NA,NA,Red_Blade,Red,Chondrus_crispus,Timeseries_T
168E.mzML,NA,NA,7_27_2022,Allen_Island,NA,NA,NA,NA,NA,NA,NA,Tissue,July,NA,NA,Kelp,Brown,Sacchrina_latissima,Timeseries_T
169E.mzML,NA,NA,7_27_2022,Allen_Island,NA,NA,NA,NA,NA,NA,NA,Tissue,July,NA,NA,Kelp,Brown,Sacchrina_latissima,Timeseries_T
16E.mzML,NA,NA,4_25_2022,Allen_Island,NA,NA,NA,NA,NA,NA,NA,Tissue,April,NA,NA,Red_Blade,Red,Chondrus_crispus,Timeseries_T
17.mzML,NA,NA,5_19_2022,Halfway_Rock,NA,NA,NA,NA,NA,NA,NA,Tissue,May,Early_Season,Turf,Red_Blade,Red,Chondrus_crispus,Timeseries_T
170E.mzML,NA,NA,7_27_2022,Allen_Island,NA,NA,NA,NA,NA,NA,NA,Tissue,July,NA,NA,Red_Filament,Red,Dasysiponia_japonica,Timeseries_T
171E.mzML,NA,NA,7_27_2022,Allen_Island,NA,NA,NA,NA,NA,NA,NA,Tissue,July,NA,NA,Kelp,Brown,Sacchrina_latissima,Timeseries_T
172E.mzML,NA,NA,7_27_2022,Metinic,NA,NA,NA,NA,NA,NA,NA,Tissue,July,NA,NA,Red_Filament,Red,Dasysiponia_japonica,Timeseries_T
173E.mzML,NA,NA,7_27_2022,Allen_Island,NA,NA,NA,NA,NA,NA,NA,Tissue,July,NA,NA,Red_Blade,Red,Chondrus_crispus,Timeseries_T
174E.mzML,NA,NA,7_27_2022,Metinic,NA,NA,NA,NA,NA,NA,NA,Tissue,July,NA,NA,Kelp,Brown,Laminaria_digitata,Timeseries_T
175E.mzML,NA,NA,7_27_2022,Metinic,NA,NA,NA,NA,NA,NA,NA,Tissue,July,NA,NA,Kelp,Brown,Laminaria_digitata,Timeseries_T
176E.mzML,NA,NA,7_27_2022,Metinic,NA,NA,NA,NA,NA,NA,NA,Tissue,July,NA,NA,Red_Filament,Red,Dasysiponia_japonica,Timeseries_T
177E.mzML,NA,NA,7_27_2022,Metinic,NA,NA,NA,NA,NA,NA,NA,Tissue,July,NA,NA,Red_Blade,Red,Chondrus_crispus,Timeseries_T
178E.mzML,NA,NA,7_27_2022,Allen_Island,NA,NA,NA,NA,NA,NA,NA,Tissue,July,NA,NA,Red_Blade,Red,Chondrus_crispus,Timeseries_T
179E.mzML,NA,NA,7_27_2022,Metinic,NA,NA,NA,NA,NA,NA,NA,Tissue,July,NA,NA,Kelp,Brown,Laminaria_digitata,Timeseries_T
17E.mzML,NA,NA,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,Tissue,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Timeseries_T
18.mzML,NA,NA,5_24_2022,Allen_Island,NA,NA,NA,NA,NA,NA,NA,Tissue,May,Early_Season,Turf,Red_Blade,Red,Chondrus_crispus,Timeseries_T
180E.mzML,NA,NA,7_27_2022,Metinic,NA,NA,NA,NA,NA,NA,NA,Tissue,July,NA,NA,Red_Blade,Red,Chondrus_crispus,Timeseries_T
181E.mzML,NA,NA,3_10_2022,Allen_Island,NA,NA,NA,NA,NA,NA,NA,Tissue,March,NA,NA,Red_Blade,Red,Chondrus_crispus,Timeseries_T
182E.mzML,NA,NA,3_10_2022,Allen_Island,NA,NA,NA,NA,NA,NA,NA,Tissue,March,NA,NA,Kelp,Brown,Sacchrina_latissima,Timeseries_T
183E.mzML,NA,NA,3_10_2022,Allen_Island,NA,NA,NA,NA,NA,NA,NA,Tissue,March,NA,NA,Red_Filament,Red,Dasysiponia_japonica,Timeseries_T
184E.mzML,NA,NA,3_10_2022,Allen_Island,NA,NA,NA,NA,NA,NA,NA,Tissue,March,NA,NA,Red_Filament,Red,Dasysiponia_japonica,Timeseries_T
185E.mzML,NA,NA,3_10_2022,Metinic,NA,NA,NA,NA,NA,NA,NA,Tissue,March,NA,NA,Red_Filament,Red,Dasysiponia_japonica,Timeseries_T
186E.mzML,NA,NA,3_10_2022,Metinic,NA,NA,NA,NA,NA,NA,NA,Tissue,March,NA,NA,Kelp,Brown,Laminaria_digitata,Timeseries_T
187E.mzML,NA,NA,3_10_2022,Metinic,NA,NA,NA,NA,NA,NA,NA,Tissue,March,NA,NA,Kelp,Brown,Laminaria_digitata,Timeseries_T
188E.mzML,NA,NA,3_10_2022,Metinic,NA,NA,NA,NA,NA,NA,NA,Tissue,March,NA,NA,Red_Filament,Red,Dasysiponia_japonica,Timeseries_T
189E.mzML,NA,NA,3_10_2022,Metinic,NA,NA,NA,NA,NA,NA,NA,Tissue,March,NA,NA,Red_Blade,Red,Chondrus_crispus,Timeseries_T
18E.mzML,NA,NA,4_27_2022,Damariscove_Island,NA,NA,NA,NA,NA,NA,NA,Tissue,April,NA,NA,Red_Filament,Red,Dasysiponia_japonica,Timeseries_T
19.mzML,NA,NA,5_19_2022,Halfway_Rock,NA,NA,NA,NA,NA,NA,NA,Tissue,May,Early_Season,Turf,Kelp,Brown,Laminaria_digitata,Timeseries_T
190E.mzML,NA,NA,3_18_2022,Damariscove_Island,NA,NA,NA,NA,NA,NA,NA,Tissue,March,NA,NA,Red_Filament,Red,Dasysiponia_japonica,Timeseries_T
191E.mzML,NA,NA,3_18_2022,Damariscove_Island,NA,NA,NA,NA,NA,NA,NA,Tissue,March,NA,NA,Red_Blade,Red,Chondrus_crispus,Timeseries_T
192E.mzML,NA,NA,3_11_2022,Halfway_Rock,NA,NA,NA,NA,NA,NA,NA,Tissue,March,NA,NA,Red_Blade,Red,Chondrus_crispus,Timeseries_T
193E.mzML,NA,NA,3_18_2022,Damariscove_Island,NA,NA,NA,NA,NA,NA,NA,Tissue,March,NA,NA,Kelp,Brown,Sacchrina_latissima,Timeseries_T
194E.mzML,NA,NA,3_10_2022,Allen_Island,NA,NA,NA,NA,NA,NA,NA,Tissue,March,NA,NA,Red_Filament,Red,Dasysiponia_japonica,Timeseries_T
195E.mzML,NA,NA,3_10_2022,Allen_Island,NA,NA,NA,NA,NA,NA,NA,Tissue,March,NA,NA,Kelp,Brown,Sacchrina_latissima,Timeseries_T
196E.mzML,NA,NA,3_10_2022,Allen_Island,NA,NA,NA,NA,NA,NA,NA,Tissue,March,NA,NA,Kelp,Brown,Sacchrina_latissima,Timeseries_T
197E.mzML,NA,NA,3_11_2022,Halfway_Rock,NA,NA,NA,NA,NA,NA,NA,Tissue,March,NA,NA,Red_Filament,Red,Dasysiponia_japonica,Timeseries_T
198E.mzML,NA,NA,3_11_2022,Halfway_Rock,NA,NA,NA,NA,NA,NA,NA,Tissue,March,NA,NA,Red_Filament,Red,Dasysiponia_japonica,Timeseries_T
19E.mzML,NA,NA,4_25_2022,Allen_Island,NA,NA,NA,NA,NA,NA,NA,Tissue,April,NA,NA,Red_Filament,Red,Dasysiponia_japonica,Timeseries_T
1E.mzML,NA,NA,4_25_2022,Allen_Island,NA,NA,NA,NA,NA,NA,NA,Tissue,April,NA,NA,Red_Filament,Red,Dasysiponia_japonica,Timeseries_T
20.mzML,NA,NA,5_19_2022,Halfway_Rock,NA,NA,NA,NA,NA,NA,NA,Tissue,May,Early_Season,Turf,Kelp,Brown,Agarum_clathrathum,Timeseries_T
20E.mzML,NA,NA,4_27_2022,Damariscove_Island,NA,NA,NA,NA,NA,NA,NA,Tissue,April,NA,NA,Kelp,Brown,Sacchrina_latissima,Timeseries_T
21.mzML,NA,NA,5_19_2022,Halfway_Rock,NA,NA,NA,NA,NA,NA,NA,Tissue,May,Early_Season,Turf,Red_Filament,Red,Polysiphonia_stricta,Timeseries_T
215E.mzML,NA,NA,8_25_2022,Metinic,NA,NA,NA,NA,NA,NA,NA,Tissue,August,NA,NA,Red_Filament,Red,Dasysiponia_japonica,Timeseries_T
217E.mzML,NA,NA,8_25_2022,Metinic,NA,NA,NA,NA,NA,NA,NA,Tissue,August,NA,NA,Red_Blade,Red,Chondrus_crispus,Timeseries_T
218E.mzML,NA,NA,8_25_2022,Metinic,NA,NA,NA,NA,NA,NA,NA,Tissue,August,NA,NA,Red_Blade,Red,Chondrus_crispus,Timeseries_T
219E.mzML,NA,NA,8_25_2022,Metinic,NA,NA,NA,NA,NA,NA,NA,Tissue,August,NA,NA,Kelp,Brown,Laminaria_digitata,Timeseries_T
21E.mzML,NA,NA,4_27_2022,Damariscove_Island,NA,NA,NA,NA,NA,NA,NA,Tissue,April,NA,NA,Red_Blade,Red,Chondrus_crispus,Timeseries_T
22.mzML,NA,NA,5_24_2022,Allen_Island,NA,NA,NA,NA,NA,NA,NA,Tissue,May,Early_Season,Turf,Red_Filament,Red,Rhodomela,Timeseries_T
221E.mzML,NA,NA,8_25_2022,Metinic,NA,NA,NA,NA,NA,NA,NA,Tissue,August,NA,NA,Red_Blade,Red,Chondrus_crispus,Timeseries_T
227E.mzML,NA,NA,8_25_2022,Metinic,NA,NA,NA,NA,NA,NA,NA,Tissue,August,NA,NA,Red_Filament,Red,Dasysiponia_japonica,Timeseries_T
228E.mzML,NA,NA,8_25_2022,Metinic,NA,NA,NA,NA,NA,NA,NA,Tissue,August,NA,NA,Kelp,Brown,Laminaria_digitata,Timeseries_T
22E.mzML,NA,NA,5_16_2022,Metinic,NA,NA,NA,NA,NA,NA,NA,Tissue,May,NA,NA,Red_Filament,Red,Dasysiponia_japonica,Timeseries_T
23.mzML,NA,NA,5_24_2022,Allen_Island,NA,NA,NA,NA,NA,NA,NA,Tissue,May,Early_Season,Turf,Kelp,Brown,Sacchrina_latissima,Timeseries_T
238E.mzML,NA,NA,8_25_2022,Metinic,NA,NA,NA,NA,NA,NA,NA,Tissue,August,NA,NA,Red_Filament,Red,Dasysiponia_japonica,Timeseries_T
23E.mzML,NA,NA,5_16_2022,Metinic,NA,NA,NA,NA,NA,NA,NA,Tissue,May,NA,NA,Red_Blade,Red,Chondrus_crispus,Timeseries_T
97.mzML,NA,NA,8_22_2022,Allen_Island,NA,NA,NA,NA,NA,NA,NA,Tissue,August,Late_Season,Turf,Green_Blade,Green,Ulva,Timeseries_T
98.mzML,NA,NA,6_14_2022,Ram_Island,NA,NA,NA,NA,NA,NA,NA,Tissue,June,Early_Season,Kelp,Kelp,Brown,Laminaria_digitata,Timeseries_T
99.mzML,NA,NA,8_16_2022,Halfway_Rock,NA,NA,NA,NA,NA,NA,NA,Tissue,August,Late_Season,Turf,Kelp,Brown,Laminaria_digitata,Timeseries_T
99E.mzML,NA,NA,6_29_2022,Metinic,NA,NA,NA,NA,NA,NA,NA,Tissue,June,NA,NA,Red_Blade,Red,Chondrus_crispus,Timeseries_T
9E.mzML,NA,NA,4_25_2022,Allen_Island,NA,NA,NA,NA,NA,NA,NA,Tissue,April,NA,NA,Kelp,Brown,Sacchrina_latissima,Timeseries_T
